Month,dist,division,area,Club #,Clubs,Member Base,Member T/Date,Goals T/Date,cc,add cc,ac,addl ac,ldr,add ldr,P1,P2,P3,P4,P5,P6,new members,addl members,Off Trained june,Off Trained Dec,renwl,off lst,DCP,Club status
"Jun 12",41,D,03,2472534,Amdavad,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Active
"Jul 12",41,D,01,2472534,Amdavad,20,22,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,1,1,,Active
"Aug 12",41,D,01,2472534,Amdavad,20,22,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,1,1,,Active
"Sep 12",41,D,01,2472534,Amdavad,20,22,2,1,0,1,0,0,0,0,0,0,0,0,0,2,0,7,0,1,1,,Active
"Oct 12",41,D,01,2472534,Amdavad,20,28,5,1,0,1,0,1,0,0,0,0,0,0,0,4,4,7,0,1,1,,Active
"Nov 12",41,D,01,2472534,Amdavad,20,20,5,1,0,1,0,1,0,0,0,0,0,0,0,4,4,7,0,1,1,,Active
"Dec 12",41,D,01,2472534,Amdavad,20,21,5,1,0,1,0,1,0,0,0,0,0,0,0,4,5,7,0,1,1,,Active
"Jan 13",41,D,01,2472534,Amdavad,20,21,8,2,1,1,1,1,1,0,0,0,0,0,0,4,5,7,0,1,1,,Active
"Feb 13",41,D,01,2472534,Amdavad,20,26,10,2,2,1,1,1,2,0,0,0,0,0,0,4,10,7,7,1,1,,Active
"Mar 13",41,D,01,2472534,Amdavad,20,27,10,2,2,1,1,1,2,0,0,0,0,0,0,4,11,7,7,1,1,,Active
"Apr 13",41,D,01,2472534,Amdavad,20,28,10,2,2,1,1,1,2,0,0,0,0,0,0,4,22,7,7,1,1,P,Active
"May 13",41,D,01,2472534,Amdavad,20,31,10,2,2,1,1,1,2,0,0,0,0,0,0,4,23,7,7,1,1,P,Active
"Jun 13",41,D,01,2472534,Amdavad,20,34,10,2,2,1,1,1,2,0,0,0,0,0,0,4,26,7,7,1,1,P,Active
"Jul 13",41,D,01,2472534,Amdavad,34,38,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,,Active
"Aug 13",41,D,01,2472534,Amdavad,34,38,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,1,,Active
"Sep 13",41,D,01,2472534,Amdavad,34,43,4,2,0,0,0,0,0,0,0,0,0,0,0,4,5,7,0,1,1,,Active
"Oct 13",41,D,01,2472534,Amdavad,34,26,4,2,0,0,0,0,0,0,0,0,0,0,0,4,5,7,0,1,1,,Active
"Nov 13",41,D,01,2472534,Amdavad,34,28,4,2,0,0,0,0,0,0,0,0,0,0,0,4,7,7,0,1,1,,Active
"Dec 13",41,D,01,2472534,Amdavad,34,30,4,2,0,0,0,0,0,0,0,0,0,0,0,4,9,7,0,1,2,,Active
"Jan 14",41,D,01,2472534,Amdavad,34,33,7,2,1,1,0,1,0,0,0,0,0,0,0,4,12,7,7,1,2,,Active
"Feb 14",41,D,01,2472534,Amdavad,34,38,7,2,1,1,0,1,0,0,0,0,0,0,0,4,17,7,7,1,2,,Active
"Mar 14",41,D,01,2472534,Amdavad,34,38,7,2,1,1,0,1,0,0,0,0,0,0,0,4,17,7,7,2,2,,Active
"Apr 14",41,D,01,2472534,Amdavad,34,26,9,2,3,1,0,1,1,0,0,0,0,0,0,4,22,7,7,2,2,P,Active
"May 14",41,D,01,2472534,Amdavad,34,34,9,2,3,1,0,1,1,0,0,0,0,0,0,4,101,7,7,2,2,P,Active
"Jun 14",41,D,01,2472534,Amdavad,34,43,9,2,3,1,0,1,1,0,0,0,0,0,0,4,110,7,7,2,2,P,Active
"Jul 14",41,D,01,2472534,Amdavad,43,45,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,,Active
"Aug 14",41,D,01,2472534,Amdavad,43,46,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,7,0,0,1,,Active
"Sep 14",41,D,01,2472534,Amdavad,43,46,2,0,0,0,0,1,0,0,0,0,0,0,0,3,0,7,0,1,1,,Active
"Oct 14",41,D,01,2472534,Amdavad,43,24,3,0,0,0,0,1,0,0,0,0,0,0,0,4,0,7,0,1,1,,Active
"Nov 14",41,D,01,2472534,Amdavad,43,28,3,0,0,0,0,1,0,0,0,0,0,0,0,4,3,7,0,1,1,,Active
"Dec 14",41,D,01,2472534,Amdavad,43,31,5,0,0,0,0,1,1,0,0,0,0,0,0,4,5,7,0,1,2,,Active
"Jan 15",41,D,01,2472534,Amdavad,43,36,5,1,0,0,0,1,3,0,0,0,0,0,0,4,10,7,0,1,2,,Active
"Feb 15",41,D,01,2472534,Amdavad,43,38,6,1,0,0,0,1,3,0,0,0,0,0,0,4,12,7,7,1,2,,Active
"Mar 15",41,D,01,2472534,Amdavad,43,42,6,1,0,0,0,1,3,0,0,0,0,0,0,4,15,7,7,2,2,,Active
"Apr 15",41,D,01,2472534,Amdavad,43,27,6,1,0,0,0,1,4,0,0,0,0,0,0,4,18,7,7,2,2,D,Active
"May 15",41,D,01,2472534,Amdavad,43,30,7,1,0,1,0,1,6,0,0,0,0,0,0,4,21,7,7,2,2,S,Active
"Jun 15",41,D,01,2472534,Amdavad,43,32,7,1,0,1,0,1,7,0,0,0,0,0,0,4,23,7,7,2,2,S,Active
"Jul 15",98,B,01,2472534,Amdavad,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,Active
"Aug 15",98,B,01,2472534,Amdavad,32,37,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,7,0,0,1,,Active
"Sep 15",98,B,01,2472534,Amdavad,32,37,2,0,0,0,0,0,0,0,0,0,0,0,0,4,1,7,0,1,1,,Active
"Oct 15",98,B,01,2472534,Amdavad,32,28,3,0,0,0,0,0,0,0,0,0,0,0,0,4,6,7,0,1,1,,Active
"Nov 15",98,B,01,2472534,Amdavad,32,28,3,0,0,0,0,0,0,0,0,0,0,0,0,4,6,7,0,1,1,,Active
"Dec 15",98,B,01,2472534,Amdavad,32,30,4,0,0,0,0,1,0,0,0,0,0,0,0,4,8,7,0,1,2,,Active
"Jan 16",98,B,01,2472534,Amdavad,32,33,5,0,0,1,0,1,0,0,0,0,0,0,0,4,11,7,0,1,2,,Active
"Feb 16",98,B,01,2472534,Amdavad,32,35,7,0,0,1,1,1,0,0,0,0,0,0,0,4,13,7,7,1,2,,Active
"Mar 16",98,B,01,2472534,Amdavad,32,37,7,1,0,1,1,1,0,0,0,0,0,0,0,4,15,7,7,2,2,,Active
"Apr 16",98,B,01,2472534,Amdavad,32,30,7,1,0,1,1,1,0,0,0,0,0,0,0,4,16,7,7,2,2,S,Active
"May 16",98,B,01,2472534,Amdavad,32,33,8,2,0,1,1,1,0,0,0,0,0,0,0,4,18,7,7,2,2,S,Active
"Jun 16",98,B,01,2472534,Amdavad,32,33,9,2,0,1,1,1,1,0,0,0,0,0,0,4,18,7,7,2,2,P,Active
"Aug 16",98,A,01,2472534,Amdavad,34,44,4,0,0,0,0,1,2,0,0,0,0,0,0,4,6,7,0,0,1,,Active
"Sep 16",98,A,01,2472534,Amdavad,34,46,5,0,0,0,0,1,4,0,0,0,0,0,0,4,8,7,0,1,1,,Active
"Oct 16",98,A,01,2472534,Amdavad,34,33,5,0,0,0,0,1,4,0,0,0,0,0,0,4,10,7,0,1,1,,Active
"Nov 16",98,A,01,2472534,Amdavad,34,40,5,0,0,0,0,1,4,0,0,0,0,0,0,4,14,7,0,1,2,,Active
"Dec 16",98,A,01,2472534,Amdavad,34,47,5,0,0,0,0,1,4,0,0,0,0,0,0,4,21,7,0,1,2,,Active
"Jan 17",98,A,01,2472534,Amdavad,34,49,6,0,0,0,0,1,4,0,0,0,0,0,0,4,23,7,7,1,2,,Active
"Feb 17",98,A,01,2472534,Amdavad,34,51,6,0,0,0,0,1,4,0,0,0,0,0,0,4,25,7,7,1,2,,Active
"Mar 17",98,A,01,2472534,Amdavad,34,54,6,1,0,0,0,1,4,0,0,0,0,0,0,4,28,7,7,2,2,,Active
"Apr 17",98,A,01,2472534,Amdavad,34,59,6,1,0,0,0,1,4,0,0,0,0,0,0,4,46,7,7,2,2,D,Active
"May 17",98,A,01,2472534,Amdavad,34,64,6,1,0,0,0,1,4,0,0,0,0,0,0,4,50,7,7,2,2,D,Active
"Jun 17",98,A,01,2472534,Amdavad,34,69,7,2,0,0,0,1,4,0,0,0,0,0,0,4,55,7,7,2,2,S,Active
"Jul 17",98,A,01,2472534,Amdavad,69,79,3,0,0,0,0,1,0,0,0,0,0,0,0,4,6,0,0,0,1,,Active
"Aug 17",98,A,01,2472534,Amdavad,69,85,4,0,0,0,0,1,0,0,0,0,0,0,0,4,12,7,0,1,2,,Active
"Sep 17",98,A,01,2472534,Amdavad,69,89,4,0,0,0,0,1,0,0,0,0,0,0,0,4,16,7,0,1,2,,Active
"Oct 17",98,A,01,2472534,Amdavad,69,51,4,0,0,0,0,1,0,0,0,0,0,0,0,4,17,7,0,1,2,,Active
"Nov 17",98,A,01,2472534,Amdavad,69,54,5,0,0,0,0,1,2,0,0,0,0,0,0,4,19,7,0,1,1,,Active
"Dec 17",98,A,01,2472534,Amdavad,69,58,5,0,0,0,0,1,2,0,0,0,0,0,0,4,23,7,0,1,2,,Active
"Jan 18",98,A,01,2472534,Amdavad,69,61,5,1,0,0,0,1,4,0,0,0,0,0,0,4,26,7,0,1,2,,Active
"Feb 18",98,A,01,2472534,Amdavad,69,69,7,2,0,0,0,1,4,0,0,0,0,0,0,4,34,7,7,1,2,,Active
"Mar 18",98,A,01,2472534,Amdavad,69,72,8,2,2,0,0,1,5,0,0,0,0,0,0,4,37,7,7,2,2,,Active
"Apr 18",98,A,01,2472534,Amdavad,69,59,10,2,2,1,1,1,5,0,0,0,0,0,0,4,44,7,7,2,2,P,Active
"May 18",98,A,01,2472534,Amdavad,69,65,10,2,2,1,1,1,5,0,0,0,0,0,0,4,50,7,7,2,2,P,Active
"Jun 18",98,A,01,2472534,Amdavad,69,68,10,2,2,1,1,1,5,0,0,0,0,0,0,4,53,7,7,2,2,P,Active
"Jul 18",98,A,01,2472534,Amdavad,68,70,2,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,,Active
"Aug 18",98,A,01,2472534,Amdavad,68,74,4,0,0,1,0,1,3,1,0,0,0,0,0,4,2,7,0,0,1,,Active
"Sep 18",98,A,01,2472534,Amdavad,68,78,6,0,0,1,0,1,3,1,1,0,1,0,0,4,6,7,0,1,1,,Active
"Oct 18",98,A,01,2472534,Amdavad,68,50,6,0,0,1,0,1,4,2,1,0,1,0,0,4,9,7,0,1,2,,Active
"Nov 18",98,A,01,2472534,Amdavad,68,50,8,0,0,1,0,1,4,2,2,0,1,1,0,4,9,7,0,1,2,,Active
"Dec 18",98,A,01,2472534,Amdavad,68,51,9,1,0,1,0,1,4,4,2,0,1,1,0,4,10,7,0,1,2,,Active
"Jan 19",98,A,01,2472534,Amdavad,68,59,10,2,0,1,0,1,5,4,2,0,2,1,0,4,18,7,7,1,2,,Active
"Feb 19",98,A,01,2472534,Amdavad,68,59,10,2,0,1,0,1,5,4,2,0,2,1,0,4,18,7,7,1,2,,Active
"Mar 19",98,A,01,2472534,Amdavad,68,63,10,2,1,1,0,1,8,4,2,0,2,1,0,4,22,7,7,2,2,,Active
"Apr 19",98,A,01,2472534,Amdavad,68,55,10,2,1,1,0,1,9,6,2,0,2,1,0,4,32,7,7,2,2,P,Active
"May 19",98,A,01,2472534,Amdavad,68,58,10,2,1,1,0,1,9,8,2,1,2,1,0,4,35,7,7,2,2,P,Active
"Jun 19",98,A,01,2472534,Amdavad,68,63,10,2,1,1,0,1,9,9,2,1,2,1,0,4,40,7,7,2,2,P,Active
"Jul 19",98,A,01,2472534,Amdavad,63,70,1,0,0,0,0,0,0,0,1,0,1,0,0,4,3,0,0,0,1,,Active
"Aug 19",98,A,01,2472534,Amdavad,63,71,3,0,0,0,0,0,0,0,1,0,1,0,0,4,4,7,0,1,1,,Active
"Sep 19",98,A,01,2472534,Amdavad,63,72,4,0,0,0,0,0,0,0,1,0,1,1,0,4,5,7,0,1,1,,Active
"Oct 19",98,A,01,2472534,Amdavad,63,52,5,0,0,0,0,1,0,1,1,0,1,1,0,4,9,7,0,1,1,,Active
"Nov 19",98,A,01,2472534,Amdavad,63,55,5,0,0,0,0,1,0,1,1,0,1,1,0,4,11,7,0,1,1,,Active
"Dec 19",98,A,01,2472534,Amdavad,63,58,5,0,0,0,0,1,0,1,1,0,1,1,0,4,14,7,0,1,2,,Active
"Jan 20",98,A,01,2472534,Amdavad,63,62,7,0,0,1,0,1,0,1,1,0,1,1,0,4,18,7,7,1,2,,Active
"Feb 20",98,A,01,2472534,Amdavad,63,62,7,1,0,1,0,1,0,1,1,0,1,1,0,4,18,7,7,2,2,,Active
"Mar 20",98,A,01,2472534,Amdavad,63,66,9,1,0,1,2,1,0,2,1,0,1,1,1,4,22,7,7,2,2,,Active
"Apr 20",98,A,01,2472534,Amdavad,63,45,10,1,0,1,2,1,1,4,1,0,1,1,1,4,22,7,7,2,2,P,Active
"May 20",98,A,01,2472534,Amdavad,63,46,10,1,0,1,2,1,1,4,1,0,1,1,1,4,22,7,7,2,2,P,Active
"Jun 20",98,A,01,2472534,Amdavad,63,48,10,2,3,1,3,1,6,4,1,0,1,1,1,4,24,7,7,2,2,P,Active
"Jul 20",98,A,01,2472534,Amdavad,48,52,1,0,0,0,0,0,0,1,1,0,0,0,0,4,0,0,0,0,1,,Active
"Aug 20",98,A,01,2472534,Amdavad,48,57,5,0,0,0,0,0,0,2,2,0,0,1,0,4,5,7,0,1,1,,Active
"Sep 20",98,A,01,2472534,Amdavad,48,62,5,0,0,0,0,0,0,3,2,0,1,1,0,4,10,7,0,1,1,,Active
"Oct 20",98,A,01,2472534,Amdavad,48,44,6,0,0,0,0,0,0,4,2,0,1,1,0,4,11,7,0,1,1,,Active
"Nov 20",98,A,01,2472534,Amdavad,48,46,6,0,0,0,0,0,0,4,2,0,1,1,0,4,12,7,0,1,1,,Active
"Dec 20",98,A,01,2472534,Amdavad,48,47,6,0,0,0,0,0,0,4,2,0,1,1,0,4,13,7,0,1,2,,Active
"Jan 21",98,A,01,2472534,Amdavad,48,49,6,0,0,0,0,0,0,4,2,0,1,1,0,4,15,7,0,2,2,,Active
"Feb 21",98,A,01,2472534,Amdavad,48,52,7,0,0,0,0,0,0,6,2,0,1,1,0,4,18,7,7,2,2,,Active
"Mar 21",98,A,01,2472534,Amdavad,48,54,7,0,0,0,0,0,0,6,2,0,1,1,0,4,20,7,7,2,2,,Active
"Apr 18",98,A,01,6931486,"Heritage City",20,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,Active
"Jun 18",98,A,01,6931486,"Heritage City",20,16,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,Active
"Jul 18",98,A,01,6931486,"Heritage City",16,18,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,,Active
"Aug 18",98,A,01,6931486,"Heritage City",16,25,2,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,0,0,1,,Active
"Sep 18",98,A,01,6931486,"Heritage City",16,27,3,0,0,0,0,0,0,2,0,0,0,0,0,4,7,4,0,1,1,,Active
"Oct 18",98,A,01,6931486,"Heritage City",16,31,3,0,0,0,0,0,0,2,0,0,0,0,0,4,10,4,0,1,1,,Active
"Nov 18",98,A,01,6931486,"Heritage City",16,33,4,0,0,0,0,0,0,4,0,0,0,0,0,4,12,4,0,1,1,,Active
"Dec 18",98,A,01,6931486,"Heritage City",16,22,4,0,0,0,0,0,0,4,0,0,0,0,0,4,12,4,0,1,2,,Active
"Jan 19",98,A,01,6931486,"Heritage City",16,22,5,0,0,0,0,0,0,4,0,0,0,0,0,4,12,4,5,1,2,,Active
"Feb 19",98,A,01,6931486,"Heritage City",16,27,5,0,0,0,0,0,0,5,0,0,0,0,0,4,17,4,7,1,2,,Active
"Mar 19",98,A,01,6931486,"Heritage City",16,28,6,0,0,0,0,1,0,5,0,0,0,0,0,4,18,4,7,2,2,,Active
"Apr 19",98,A,01,6931486,"Heritage City",16,26,7,1,0,0,0,1,3,7,1,0,0,0,0,4,22,4,7,2,2,S,Active
"May 19",98,A,01,6931486,"Heritage City",16,29,7,1,0,0,0,1,3,8,1,0,0,0,0,4,25,4,7,2,2,S,Active
"Jun 19",98,A,01,6931486,"Heritage City",16,31,7,1,0,0,0,1,3,8,1,0,0,0,0,4,27,4,7,2,2,S,Active
"Jul 19",98,A,01,6931486,"Heritage City",31,34,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,,Active
"Aug 19",98,A,01,6931486,"Heritage City",31,37,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6,0,0,1,,Active
"Sep 19",98,A,01,6931486,"Heritage City",31,42,3,0,0,0,0,0,0,2,1,0,0,0,0,4,7,6,0,1,1,,Active
"Oct 19",98,A,01,6931486,"Heritage City",31,29,3,0,0,0,0,0,0,2,1,0,1,0,0,4,11,6,0,1,1,,Active
"Nov 19",98,A,01,6931486,"Heritage City",31,33,7,0,0,0,0,0,0,7,2,1,2,1,0,4,15,6,0,1,2,,Active
"Dec 19",98,A,01,6931486,"Heritage City",31,34,9,0,0,0,0,0,0,7,2,2,2,2,1,4,16,6,0,1,2,,Active
"Jan 20",98,A,01,6931486,"Heritage City",31,34,10,0,0,1,0,0,0,7,2,2,2,2,1,4,16,6,5,1,2,,Active
"Feb 20",98,A,01,6931486,"Heritage City",31,34,10,0,0,1,0,0,0,8,2,2,2,2,1,4,16,6,5,1,2,,Active
"Mar 20",98,A,01,6931486,"Heritage City",31,34,10,0,0,1,0,0,0,8,2,2,2,2,1,4,16,6,5,2,2,,Active
"Apr 20",98,A,01,6931486,"Heritage City",31,23,10,0,0,1,2,0,0,8,2,2,2,2,1,4,17,6,5,2,2,P,Active
"May 20",98,A,01,6931486,"Heritage City",31,24,10,0,0,1,3,0,0,8,2,2,2,2,2,4,17,6,5,2,2,P,Active
"Jun 20",98,A,01,6931486,"Heritage City",31,25,10,0,0,1,5,1,1,8,2,2,2,2,2,4,18,6,5,2,2,P,Active
"Jul 20",98,A,01,6931486,"Heritage City",25,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,Active
"Aug 20",98,A,01,6931486,"Heritage City",25,26,2,0,0,0,0,0,0,6,2,1,1,0,0,1,0,7,0,0,1,,Active
"Sep 20",98,A,01,6931486,"Heritage City",25,29,5,0,0,0,0,0,0,6,2,2,1,0,0,4,0,7,0,1,1,,Active
"Oct 20",98,A,01,6931486,"Heritage City",25,20,6,0,0,0,0,0,0,7,2,2,1,1,0,4,2,7,0,1,1,,Active
"Nov 20",98,A,01,6931486,"Heritage City",25,20,6,0,0,0,0,0,0,7,2,2,1,1,0,4,2,7,0,1,1,,Active
"Dec 20",98,A,01,6931486,"Heritage City",25,20,6,0,0,0,0,0,0,7,2,2,1,1,0,4,2,7,0,1,1,,Active
"Jan 21",98,A,01,6931486,"Heritage City",25,26,8,0,0,0,0,0,0,7,2,2,2,1,0,4,8,7,0,1,1,,Active
"Feb 21",98,A,01,6931486,"Heritage City",25,30,9,0,0,0,0,0,0,7,2,2,2,1,0,4,11,7,7,1,1,,Active
"Mar 21",98,A,01,6931486,"Heritage City",25,33,10,0,0,0,0,0,0,7,2,2,2,1,1,4,14,7,7,1,1,,Active
"Dec 19",98,A,01,7709614,CorpOrate,25,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,Active
"Jan 20",98,A,01,7709614,CorpOrate,25,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,,Active
"Feb 20",98,A,01,7709614,CorpOrate,25,27,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,1,1,,Active
"Mar 20",98,A,01,7709614,CorpOrate,25,27,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,1,1,,Active
"Apr 20",98,A,01,7709614,CorpOrate,25,28,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,1,1,,Ineligible
"May 20",98,A,01,7709614,CorpOrate,25,28,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,1,1,,Active
"Jun 20",98,A,01,7709614,CorpOrate,25,20,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,1,1,,Active
"Jul 20",98,A,01,7709614,CorpOrate,20,20,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,,Active
"Aug 20",98,A,01,7709614,CorpOrate,20,20,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,,Active
"Sep 20",98,A,01,7709614,CorpOrate,20,20,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,1,0,,Active
"Oct 20",98,A,01,7709614,CorpOrate,20,20,2,0,0,0,0,0,0,7,0,0,0,0,0,4,1,7,0,1,0,,Active
"Nov 20",98,A,01,7709614,CorpOrate,20,20,2,0,0,0,0,0,0,7,0,0,0,0,0,4,1,7,0,1,0,,Active
"Dec 20",98,A,01,7709614,CorpOrate,20,20,2,0,0,0,0,0,0,7,0,0,0,0,0,4,1,7,0,1,0,,Active
"Jan 21",98,A,01,7709614,CorpOrate,20,20,3,0,0,0,0,0,0,7,2,1,0,0,0,4,1,7,0,1,0,,Active
"Feb 21",98,A,01,7709614,CorpOrate,20,20,5,0,0,0,0,0,0,8,2,3,0,0,0,4,1,7,7,1,0,,Active
"Mar 21",98,A,01,7709614,CorpOrate,20,21,5,0,0,0,0,0,0,8,2,3,0,0,0,4,2,7,7,1,0,,Active
"Jun 16",98,B,01,5306488,Vadodara,20,27,5,0,0,1,0,1,0,0,0,0,0,0,0,4,4,0,0,1,1,D,Active
"Aug 16",98,A,05,5306488,Vadodara,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,,Active
"Sep 16",98,A,01,5306488,Vadodara,27,32,2,0,0,0,0,0,0,0,0,0,0,0,0,4,1,7,0,1,1,,Active
"Oct 16",98,A,01,5306488,Vadodara,27,34,2,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,1,1,,Active
"Nov 16",98,A,01,5306488,Vadodara,27,38,3,0,0,0,0,0,0,0,0,0,0,0,0,4,7,7,0,1,1,,Active
"Dec 16",98,A,01,5306488,Vadodara,27,30,6,1,0,1,0,1,1,0,0,0,0,0,0,4,7,7,0,1,1,,Active
"Jan 17",98,A,01,5306488,Vadodara,27,30,9,2,2,1,0,1,4,0,0,0,0,0,0,4,7,7,7,1,1,,Active
"Feb 17",98,A,01,5306488,Vadodara,27,36,10,2,2,1,1,1,4,0,0,0,0,0,0,4,13,7,7,1,1,,Active
"Mar 17",98,A,01,5306488,Vadodara,27,36,10,2,2,1,1,1,4,0,0,0,0,0,0,4,13,7,7,2,1,,Active
"Apr 17",98,A,01,5306488,Vadodara,27,28,10,2,2,1,1,1,5,0,0,0,0,0,0,4,20,7,7,2,1,P,Active
"May 17",98,A,01,5306488,Vadodara,27,28,10,2,2,1,1,1,5,0,0,0,0,0,0,4,20,7,7,2,1,P,Active
"Jun 17",98,A,01,5306488,Vadodara,27,33,10,2,2,1,1,1,5,0,0,0,0,0,0,4,25,7,7,2,1,P,Active
"Jul 17",98,A,02,5306488,Vadodara,33,34,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,Active
"Aug 17",98,A,02,5306488,Vadodara,33,40,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,0,1,,Active
"Sep 17",98,A,02,5306488,Vadodara,33,42,3,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7,0,1,1,,Active
"Oct 17",98,A,02,5306488,Vadodara,33,31,4,0,0,1,0,0,0,0,0,0,0,0,0,4,9,7,0,1,1,,Active
"Nov 17",98,A,02,5306488,Vadodara,33,36,4,1,0,1,0,0,0,0,0,0,0,0,0,4,14,7,0,1,1,,Active
"Dec 17",98,A,02,5306488,Vadodara,33,36,5,2,1,1,0,0,0,0,0,0,0,0,0,4,14,7,0,1,1,,Active
"Jan 18",98,A,02,5306488,Vadodara,33,39,8,2,2,1,0,1,1,0,0,0,0,0,0,4,17,7,0,1,1,,Active
"Feb 18",98,A,02,5306488,Vadodara,33,40,9,2,3,1,0,1,1,0,0,0,0,0,0,4,18,7,7,1,1,,Active
"Mar 18",98,A,02,5306488,Vadodara,33,43,10,2,3,1,1,1,3,0,0,0,0,0,0,4,21,7,7,2,1,,Active
"Apr 18",98,A,02,5306488,Vadodara,33,29,10,2,3,1,1,1,4,0,0,0,0,0,0,4,23,7,7,2,1,P,Active
"May 18",98,A,02,5306488,Vadodara,33,29,10,2,3,1,1,1,4,0,0,0,0,0,0,4,23,7,7,2,1,P,Active
"Jun 18",98,A,02,5306488,Vadodara,33,30,10,2,5,1,1,1,6,0,0,0,0,0,0,4,24,7,7,2,1,P,Active
"Jul 18",98,A,02,5306488,Vadodara,30,32,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,,Active
"Aug 18",98,A,02,5306488,Vadodara,30,34,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,1,,Active
"Sep 18",98,A,02,5306488,Vadodara,30,37,2,0,0,0,0,0,0,1,0,0,0,0,0,4,2,7,0,1,1,,Active
"Oct 18",98,A,02,5306488,Vadodara,30,26,3,0,0,0,0,1,0,3,0,0,0,0,0,4,2,7,0,1,1,,Active
"Nov 18",98,A,02,5306488,Vadodara,30,27,3,0,0,0,0,1,0,3,0,0,0,0,0,4,3,7,0,1,1,,Active
"Dec 18",98,A,02,5306488,Vadodara,30,28,4,0,0,0,0,1,0,3,0,0,0,0,0,4,4,7,0,1,1,,Active
"Jan 19",98,A,02,5306488,Vadodara,30,28,5,1,0,0,0,1,0,3,0,0,0,0,0,4,4,7,7,1,1,,Active
"Feb 19",98,A,02,5306488,Vadodara,30,31,7,1,0,0,0,1,0,6,2,0,0,0,0,4,7,7,7,1,1,,Active
"Mar 19",98,A,02,5306488,Vadodara,30,35,7,1,0,0,0,1,0,6,2,0,0,0,0,4,11,7,7,2,1,,Active
"Apr 19",98,A,02,5306488,Vadodara,30,26,9,1,0,1,1,1,0,7,2,0,0,0,0,4,11,7,7,2,1,P,Active
"May 19",98,A,02,5306488,Vadodara,30,30,9,1,0,1,1,1,0,7,2,0,1,0,0,4,15,7,7,2,1,P,Active
"Jun 19",98,A,02,5306488,Vadodara,30,33,10,1,0,1,1,1,1,9,2,0,1,0,0,4,18,7,7,2,1,P,Active
"Jul 19",98,A,02,5306488,Vadodara,33,35,2,0,0,0,0,1,0,1,1,0,1,1,0,2,0,7,0,0,1,,Active
"Aug 19",98,A,02,5306488,Vadodara,33,36,3,0,0,0,0,1,0,1,2,0,1,1,0,3,0,7,0,0,1,,Active
"Sep 19",98,A,02,5306488,Vadodara,33,36,4,0,0,0,0,1,0,1,2,0,1,1,0,3,0,7,0,1,1,,Active
"Oct 19",98,A,02,5306488,Vadodara,33,23,5,0,0,0,0,1,0,2,2,0,1,1,0,4,1,7,0,1,1,,Active
"Nov 19",98,A,02,5306488,Vadodara,33,27,7,0,0,0,0,1,0,4,2,1,1,1,0,4,5,7,0,1,1,,Active
"Dec 19",98,A,02,5306488,Vadodara,33,28,9,0,0,0,0,1,0,6,2,1,2,2,2,4,6,7,0,1,1,,Active
"Jan 20",98,A,02,5306488,Vadodara,33,31,10,0,0,0,0,1,0,6,2,1,2,2,2,4,9,7,7,1,1,,Active
"Feb 20",98,A,02,5306488,Vadodara,33,31,10,0,0,0,0,1,0,6,2,1,2,2,2,4,9,7,7,2,1,,Active
