Month,Clubs,Goals <4,Goals 5-6,Goals 7-8,Goals 9-10,Members 20+,Members +5,Member Base,Member T/Date,CCs,ACs,Ldrs,CCs/Mem,ACs/Mem,Ldrs/Mem,Pos. Dist. clubs,div,date,source
May 2019,31,14,6,7,4,17,0,1145,879,26,15,63,3.0%,1.7%,7.2%,13,B,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jun 2019,32,14,7,5,6,21,1,1166,997,27,17,65,2.7%,1.7%,6.5%,16,B,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jul 2019,32,30,2,0,0,23,1,1033,1141,1,2,9,0.1%,0.2%,0.8%,2,B,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Aug 2019,33,28,4,1,0,22,1,1054,1351,5,3,16,0.4%,0.2%,1.2%,5,B,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Sep 2019,34,26,3,4,1,23,1,1074,1402,6,3,22,0.4%,0.2%,1.6%,8,B,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Oct 2019,31,22,4,3,2,23,1,1065,1008,7,3,24,0.7%,0.3%,2.4%,9,B,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Nov 2019,33,24,4,2,3,23,2,1088,1047,7,3,25,0.7%,0.3%,2.4%,9,B,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Dec 2019,33,24,4,0,5,23,2,1111,1145,7,5,30,0.6%,0.4%,2.6%,9,B,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jan 2020,38,28,5,0,5,27,1,1242,1300,7,8,34,0.5%,0.6%,2.6%,10,B,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Feb 2020,37,22,6,4,5,29,1,1227,1429,9,8,40,0.6%,0.6%,2.8%,12,B,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Mar 2020,38,17,9,6,6,29,2,1247,1479,13,11,52,0.9%,0.7%,3.5%,19,B,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Apr 2020,37,15,8,3,11,18,3,1212,807,19,19,57,2.4%,2.4%,7.1%,14,B,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
May 2020,37,13,8,5,11,20,3,1212,829,20,22,62,2.4%,2.7%,7.5%,18,B,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jun 2020,38,11,9,4,14,26,3,1232,954,34,36,87,3.6%,3.8%,9.1%,24,B,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jul 2020,20,20,0,0,0,15,0,499,506,0,0,0,0.0%,0.0%,0.0%,0,B,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Aug 2020,20,19,1,0,0,17,0,499,600,0,0,0,0.0%,0.0%,0.0%,1,B,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Sep 2020,20,17,2,1,0,18,0,499,625,0,0,0,0.0%,0.0%,0.0%,3,B,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Oct 2020,20,15,4,1,0,14,1,499,473,0,0,0,0.0%,0.0%,0.0%,5,B,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Nov 2020,20,15,3,2,0,15,1,499,501,0,0,0,0.0%,0.0%,0.0%,5,B,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Dec 2020,20,13,4,2,1,15,1,499,507,0,0,0,0.0%,0.0%,0.0%,7,B,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jan 2021,23,12,3,5,3,16,1,559,571,0,0,0,0.0%,0.0%,0.0%,10,B,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Feb 2021,24,9,7,4,4,18,1,588,620,0,0,0,0.0%,0.0%,0.0%,13,B,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Mar 2021,27,11,7,3,6,19,1,648,668,0,0,0,0.0%,0.0%,0.0%,14,B,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Apr 2021,27,11,6,2,8,15,1,655,556,0,0,0,0.0%,0.0%,0.0%,9,B,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
May 2021,27,9,6,3,9,18,1,655,595,0,0,0,0.0%,0.0%,0.0%,13,B,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jun 2021,28,8,7,3,10,21,2,675,635,0,0,0,0.0%,0.0%,0.0%,18,B,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jul 2021,18,18,0,0,0,13,1,432,487,0,0,0,0.0%,0.0%,0.0%,0,B,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Aug 2021,18,18,0,0,0,15,0,438,509,0,0,0,0.0%,0.0%,0.0%,0,B,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Sep 2021,18,15,2,1,0,16,0,440,532,0,0,0,0.0%,0.0%,0.0%,3,B,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Oct 2021,19,14,4,0,1,11,0,469,433,0,0,0,0.0%,0.0%,0.0%,5,B,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Nov 2021,19,13,3,2,1,13,0,469,486,0,0,0,0.0%,0.0%,0.0%,6,B,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Dec 2021,19,10,5,1,3,13,0,469,492,0,0,0,0.0%,0.0%,0.0%,8,B,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jan 2022,19,8,3,2,6,13,0,469,499,0,0,0,0.0%,0.0%,0.0%,10,B,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Feb 2022,19,8,3,2,6,13,0,469,521,0,0,0,0.0%,0.0%,0.0%,10,B,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Mar 2022,17,4,2,3,8,10,1,441,417,0,0,0,0.0%,0.0%,0.0%,9,B,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Apr 2022,17,4,2,3,8,10,1,441,417,0,0,0,0.0%,0.0%,0.0%,9,B,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jun 2022,17,4,1,2,10,10,1,433,420,0,0,0,0.0%,0.0%,0.0%,9,B,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jul 2015,16,16,0,0,0,14,0,442,456,1,0,6,0.2%,0.0%,1.3%,0,C,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Aug 2015,16,16,0,0,0,14,0,443,515,3,2,11,0.6%,0.4%,2.1%,0,C,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Sep 2015,16,12,4,0,0,14,0,443,542,8,3,20,1.5%,0.6%,3.7%,4,C,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Oct 2015,16,8,7,1,0,9,0,443,370,16,5,25,4.3%,1.4%,6.8%,7,C,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Nov 2015,16,7,6,3,0,9,0,443,391,18,6,31,4.6%,1.5%,7.9%,7,C,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Dec 2015,17,8,5,4,0,10,0,443,412,21,8,36,5.1%,1.9%,8.7%,7,C,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jan 2016,17,7,3,3,4,11,0,464,453,29,9,45,6.4%,2.0%,9.9%,9,C,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Feb 2016,17,4,4,5,4,12,0,464,499,30,10,50,6.0%,2.0%,10.0%,12,C,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Mar 2016,18,3,5,6,4,13,0,487,539,36,10,60,6.7%,1.9%,11.1%,12,C,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Apr 2016,19,4,3,6,6,15,0,512,470,44,14,67,9.4%,3.0%,14.3%,12,C,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
May 2016,21,6,3,4,8,17,0,562,546,53,18,72,9.7%,3.3%,13.2%,13,C,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jun 2016,21,5,3,3,10,18,0,562,604,54,21,75,8.9%,3.5%,12.4%,14,C,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Aug 2016,13,11,2,0,0,11,2,393,503,3,2,10,0.6%,0.4%,2.0%,2,C,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Sep 2016,13,10,3,0,0,11,2,393,519,8,3,17,1.5%,0.6%,3.3%,3,C,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Oct 2016,13,5,7,1,0,10,0,393,387,12,4,24,3.1%,1.0%,6.2%,7,C,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Nov 2016,14,5,6,3,0,10,0,413,397,14,6,28,3.5%,1.5%,7.1%,8,C,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Dec 2016,15,6,6,3,0,11,0,433,439,18,6,36,4.1%,1.4%,8.2%,8,C,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jan 2017,17,8,4,3,2,12,1,474,490,20,8,40,4.1%,1.6%,8.2%,8,C,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Feb 2017,17,7,4,4,2,13,0,474,520,20,9,44,3.8%,1.7%,8.5%,9,C,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Mar 2017,18,8,4,2,4,14,0,494,568,27,10,46,4.8%,1.8%,8.1%,9,C,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Apr 2017,18,8,3,1,6,11,1,494,440,32,15,50,7.3%,3.4%,11.4%,8,C,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
May 2017,18,7,4,1,6,12,1,494,459,34,15,54,7.4%,3.3%,11.8%,9,C,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jun 2017,18,7,4,1,6,11,1,494,492,36,16,61,7.3%,3.3%,12.4%,9,C,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jul 2017,19,18,1,0,0,12,1,524,548,3,0,7,0.5%,0.0%,1.3%,1,C,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Aug 2017,21,19,2,0,0,14,1,575,612,5,1,15,0.8%,0.2%,2.5%,2,C,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Sep 2017,23,21,1,1,0,16,1,617,649,7,2,18,1.1%,0.3%,2.8%,2,C,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Oct 2017,20,16,3,1,0,13,1,597,486,9,3,26,1.9%,0.6%,5.3%,4,C,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Nov 2017,21,16,4,1,0,14,1,619,531,11,4,34,2.1%,0.8%,6.4%,4,C,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Dec 2017,21,14,5,2,0,14,1,619,552,11,5,41,2.0%,0.9%,7.4%,6,C,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jan 2018,22,11,5,4,2,16,1,639,624,20,7,49,3.2%,1.1%,7.9%,9,C,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Feb 2018,22,10,6,4,2,16,1,639,650,26,8,55,4.0%,1.2%,8.5%,9,C,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Mar 2018,25,12,6,4,3,19,1,709,742,29,14,61,3.9%,1.9%,8.2%,9,C,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Apr 2018,26,13,6,1,6,15,1,729,607,39,16,77,6.4%,2.6%,12.7%,8,C,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
May 2018,27,12,5,4,6,17,1,749,660,47,17,87,7.1%,2.6%,13.2%,11,C,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jun 2018,28,13,4,4,7,17,1,772,687,50,18,93,7.3%,2.6%,13.5%,11,C,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jul 2018,21,21,0,0,0,13,0,548,564,3,0,9,0.5%,0.0%,1.6%,0,C,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Aug 2018,22,20,2,0,0,14,1,556,637,6,0,14,0.9%,0.0%,2.2%,2,C,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Sep 2018,22,16,6,0,0,14,1,556,666,10,1,24,1.5%,0.2%,3.6%,5,C,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Oct 2018,21,14,4,3,0,9,0,556,438,12,2,29,2.7%,0.5%,6.6%,6,C,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Nov 2018,22,14,2,4,2,10,0,579,477,14,4,32,2.9%,0.8%,6.7%,7,C,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Dec 2018,22,14,2,4,2,10,0,579,505,19,5,39,3.8%,1.0%,7.7%,7,C,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jan 2019,22,10,5,1,6,10,1,579,546,26,5,46,4.8%,0.9%,8.4%,9,C,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Feb 2019,24,12,2,4,6,13,1,619,625,27,5,48,4.3%,0.8%,7.7%,10,C,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Mar 2019,24,11,1,4,8,13,2,619,664,30,9,58,4.5%,1.4%,8.7%,11,C,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Apr 2019,22,7,3,3,9,11,0,581,453,32,9,65,7.1%,2.0%,14.3%,10,C,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
May 2019,23,8,3,2,10,15,0,603,520,33,9,68,6.3%,1.7%,13.1%,13,C,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jun 2019,23,7,3,3,10,17,0,603,592,36,10,70,6.1%,1.7%,11.8%,14,C,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jul 2019,21,21,0,0,0,16,0,580,623,0,0,1,0.0%,0.0%,0.2%,0,C,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Aug 2019,21,19,1,1,0,15,0,580,653,0,0,1,0.0%,0.0%,0.2%,2,C,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Sep 2019,22,17,2,2,1,16,0,603,700,1,0,9,0.1%,0.0%,1.3%,5,C,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Oct 2019,21,15,3,2,1,12,1,600,464,2,0,10,0.4%,0.0%,2.2%,6,C,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Nov 2019,21,14,3,1,3,12,1,612,523,3,0,11,0.6%,0.0%,2.1%,7,C,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Dec 2019,21,13,3,2,3,14,0,612,553,5,1,14,0.9%,0.2%,2.5%,8,C,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jan 2020,22,13,1,3,5,15,0,632,601,6,2,20,1.0%,0.3%,3.3%,9,C,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Feb 2020,22,12,1,3,6,15,0,633,636,8,2,22,1.3%,0.3%,3.5%,10,C,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Mar 2020,22,12,1,2,7,15,0,633,658,9,4,25,1.4%,0.6%,3.8%,10,C,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Apr 2020,21,9,2,2,8,11,0,619,365,9,6,31,2.5%,1.6%,8.5%,8,C,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
May 2020,21,8,3,0,10,10,0,619,379,9,8,36,2.4%,2.1%,9.5%,8,C,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jun 2020,21,8,2,1,10,11,1,619,405,12,14,42,3.0%,3.5%,10.4%,10,C,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jul 2020,21,21,0,0,0,12,1,436,451,0,0,0,0.0%,0.0%,0.0%,0,C,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Aug 2020,21,16,5,0,0,12,1,436,479,0,0,0,0.0%,0.0%,0.0%,4,C,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Sep 2020,21,15,2,4,0,13,1,437,504,0,0,0,0.0%,0.0%,0.0%,6,C,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Oct 2020,21,12,2,6,1,9,0,437,370,0,0,0,0.0%,0.0%,0.0%,7,C,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Nov 2020,21,11,3,6,1,9,0,437,385,0,0,0,0.0%,0.0%,0.0%,7,C,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Dec 2020,21,9,5,5,2,9,0,437,394,0,0,0,0.0%,0.0%,0.0%,8,C,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jan 2021,21,6,5,3,7,10,1,437,408,0,0,0,0.0%,0.0%,0.0%,11,C,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Feb 2021,22,7,4,4,7,11,1,466,448,0,0,0,0.0%,0.0%,0.0%,11,C,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Mar 2021,22,6,4,3,9,11,1,466,458,0,0,0,0.0%,0.0%,0.0%,11,C,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Apr 2021,19,2,3,5,9,9,0,466,325,0,0,0,0.0%,0.0%,0.0%,8,C,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
May 2021,19,2,3,2,12,11,0,466,355,0,0,0,0.0%,0.0%,0.0%,10,C,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jun 2021,19,2,3,2,12,11,2,466,421,0,0,0,0.0%,0.0%,0.0%,12,C,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jul 2021,19,19,0,0,0,11,0,419,438,0,0,0,0.0%,0.0%,0.0%,0,C,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Aug 2021,20,18,2,0,0,12,0,439,482,0,0,0,0.0%,0.0%,0.0%,2,C,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Sep 2021,20,15,1,3,1,13,2,439,518,0,0,0,0.0%,0.0%,0.0%,5,C,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Oct 2021,20,14,1,3,2,8,1,439,344,0,0,0,0.0%,0.0%,0.0%,5,C,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Nov 2021,20,11,2,5,2,8,1,439,351,0,0,0,0.0%,0.0%,0.0%,7,C,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Dec 2021,20,10,1,6,3,10,2,439,377,0,0,0,0.0%,0.0%,0.0%,10,C,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jan 2022,20,7,4,2,7,11,2,439,388,0,0,0,0.0%,0.0%,0.0%,12,C,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Feb 2022,20,6,3,2,9,11,2,439,415,0,0,0,0.0%,0.0%,0.0%,12,C,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Mar 2022,19,5,1,3,10,8,0,436,336,0,0,0,0.0%,0.0%,0.0%,8,C,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Apr 2022,19,5,1,3,10,8,0,436,336,0,0,0,0.0%,0.0%,0.0%,8,C,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jun 2022,19,5,0,4,10,10,0,436,355,0,0,0,0.0%,0.0%,0.0%,10,C,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jul 2015,25,25,0,0,0,22,0,590,660,4,1,13,0.6%,0.2%,2.0%,0,D,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Aug 2015,25,24,1,0,0,22,0,598,701,8,1,21,1.1%,0.1%,3.0%,1,D,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Sep 2015,25,21,4,0,0,22,0,598,730,9,1,25,1.2%,0.1%,3.4%,4,D,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Oct 2015,22,16,5,1,0,15,1,499,470,12,2,30,2.6%,0.4%,6.4%,6,D,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Nov 2015,25,19,5,1,0,17,1,552,564,14,2,32,2.5%,0.4%,5.7%,6,D,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Dec 2015,25,18,6,1,0,20,1,598,637,15,2,32,2.4%,0.3%,5.0%,7,D,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jan 2016,26,18,5,3,0,21,1,620,688,19,5,36,2.8%,0.7%,5.2%,8,D,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Feb 2016,26,12,8,5,1,22,1,620,740,21,7,45,2.8%,0.9%,6.1%,11,D,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
