Month,Clubs,Goals <4,Goals 5-6,Goals 7-8,Goals 9-10,Members 20+,Members +5,Member Base,Member T/Date,CCs,ACs,Ldrs,CCs/Mem,ACs/Mem,Ldrs/Mem,Pos. Dist. clubs,div,date,source
Aug 2016,12,10,2,0,0,10,0,308,352,6,4,8,1.7%,1.1%,2.3%,2,P,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Sep 2016,12,9,2,1,0,10,0,316,371,10,4,12,2.7%,1.1%,3.2%,3,P,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Oct 2016,12,7,4,1,0,7,0,316,264,12,5,19,4.5%,1.9%,7.2%,4,P,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Nov 2016,12,6,5,1,0,7,0,316,287,13,5,22,4.5%,1.7%,7.7%,5,P,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Dec 2016,12,6,5,1,0,7,0,316,295,16,5,24,5.4%,1.7%,8.1%,5,P,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jan 2017,13,6,3,3,1,8,0,336,335,18,6,29,5.4%,1.8%,8.7%,5,P,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Feb 2017,13,5,4,2,2,8,0,336,354,19,7,34,5.4%,2.0%,9.6%,6,P,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Mar 2017,14,5,3,2,4,9,0,356,391,27,11,42,6.9%,2.8%,10.7%,7,P,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Apr 2017,13,4,3,1,5,8,0,348,307,27,12,43,8.8%,3.9%,14.0%,7,P,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
May 2017,14,5,3,1,5,10,0,373,343,29,12,44,8.5%,3.5%,12.8%,8,P,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jun 2017,16,7,3,0,6,12,0,414,400,30,13,46,7.5%,3.3%,11.5%,9,P,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jul 2017,19,18,1,0,0,14,0,496,523,7,4,17,1.3%,0.8%,3.3%,1,P,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Aug 2017,19,17,2,0,0,14,0,498,543,10,4,23,1.8%,0.7%,4.2%,2,P,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Sep 2017,20,16,3,1,0,15,0,517,580,17,5,28,2.9%,0.9%,4.8%,4,P,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Oct 2017,22,16,3,3,0,16,0,574,487,21,7,35,4.3%,1.4%,7.2%,5,P,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Nov 2017,24,17,5,1,1,18,0,615,551,22,10,44,4.0%,1.8%,8.0%,7,P,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Dec 2017,24,17,4,2,1,17,0,617,549,23,10,47,4.2%,1.8%,8.6%,7,P,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jan 2018,24,13,3,7,1,17,0,617,580,30,10,60,5.2%,1.7%,10.3%,10,P,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Feb 2018,24,12,3,7,2,19,0,617,625,34,11,68,5.4%,1.8%,10.9%,11,P,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Mar 2018,25,12,2,6,5,20,0,638,664,48,17,77,7.2%,2.6%,11.6%,12,P,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Apr 2018,23,9,3,4,7,12,1,614,459,53,20,85,11.5%,4.4%,18.5%,9,P,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
May 2018,24,10,3,3,8,15,1,634,488,56,22,94,11.5%,4.5%,19.3%,12,P,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jun 2018,24,9,3,3,9,15,0,634,503,67,23,114,13.3%,4.6%,22.7%,12,P,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jul 2018,20,20,0,0,0,10,0,365,379,3,1,4,0.8%,0.3%,1.1%,0,P,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Aug 2018,18,16,1,1,0,11,0,365,410,5,1,9,1.2%,0.2%,2.2%,2,P,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Sep 2018,18,16,0,1,1,11,0,365,416,7,2,10,1.7%,0.5%,2.4%,2,P,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Oct 2018,16,13,1,0,2,8,0,365,311,9,2,12,2.9%,0.6%,3.9%,2,P,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Nov 2018,16,11,3,0,2,7,0,365,300,11,2,13,3.7%,0.7%,4.3%,3,P,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Dec 2018,17,10,4,1,2,9,0,385,341,14,3,19,4.1%,0.9%,5.6%,6,P,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jan 2019,17,9,2,3,3,9,0,385,356,14,4,26,3.9%,1.1%,7.3%,6,P,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Feb 2019,17,8,3,2,4,9,0,385,383,14,4,27,3.7%,1.0%,7.0%,7,P,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Mar 2019,17,8,3,1,5,9,0,385,404,18,5,31,4.5%,1.2%,7.7%,7,P,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Apr 2019,17,7,2,1,7,9,1,393,354,19,6,34,5.4%,1.7%,9.6%,7,P,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
May 2019,19,6,4,2,7,10,1,405,394,20,6,41,5.1%,1.5%,10.4%,9,P,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jun 2019,20,6,4,3,7,11,2,445,461,21,6,46,4.6%,1.3%,10.0%,10,P,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jul 2019,20,19,0,1,0,13,0,488,515,4,2,7,0.8%,0.4%,1.4%,1,P,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Aug 2019,20,15,3,1,1,14,0,489,546,10,3,12,1.8%,0.5%,2.2%,5,P,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Sep 2019,20,13,3,3,1,14,0,489,562,11,3,13,2.0%,0.5%,2.3%,7,P,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Oct 2019,18,10,3,3,2,8,1,486,394,11,5,16,2.8%,1.3%,4.1%,6,P,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Nov 2019,18,9,1,4,4,9,1,486,408,13,9,21,3.2%,2.2%,5.1%,7,P,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Dec 2019,19,8,3,4,4,10,1,508,460,14,12,26,3.0%,2.6%,5.7%,9,P,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jan 2020,20,8,3,1,8,11,1,540,511,17,13,28,3.3%,2.5%,5.5%,9,P,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Feb 2020,20,8,2,1,9,12,2,540,535,19,13,30,3.6%,2.4%,5.6%,11,P,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Mar 2020,20,6,3,1,10,13,1,540,561,23,17,35,4.1%,3.0%,6.2%,12,P,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Apr 2020,21,6,4,1,10,11,1,560,404,23,19,39,5.7%,4.7%,9.7%,9,P,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
May 2020,21,5,5,0,11,12,1,560,417,24,21,42,5.8%,5.0%,10.1%,11,P,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jun 2020,21,5,3,0,13,13,1,560,448,30,36,58,6.7%,8.0%,12.9%,13,P,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jul 2020,22,21,1,0,0,11,0,437,432,0,0,0,0.0%,0.0%,0.0%,0,P,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Aug 2020,22,17,2,3,0,12,0,437,471,0,0,0,0.0%,0.0%,0.0%,4,P,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Sep 2020,22,14,3,4,1,12,1,437,481,0,0,0,0.0%,0.0%,0.0%,8,P,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Oct 2020,23,12,5,3,3,11,0,462,414,0,0,0,0.0%,0.0%,0.0%,9,P,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Nov 2020,23,11,3,4,5,12,0,462,438,0,0,0,0.0%,0.0%,0.0%,10,P,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Dec 2020,23,10,3,3,7,13,0,462,453,0,0,0,0.0%,0.0%,0.0%,11,P,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jan 2021,23,8,4,1,10,13,0,462,461,0,0,0,0.0%,0.0%,0.0%,12,P,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Feb 2021,23,8,2,3,10,13,0,462,473,0,0,0,0.0%,0.0%,0.0%,12,P,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Mar 2021,25,10,1,4,10,14,0,514,540,0,0,0,0.0%,0.0%,0.0%,12,P,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Apr 2021,21,5,2,3,11,10,0,507,406,0,0,0,0.0%,0.0%,0.0%,8,P,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
May 2021,22,5,3,2,12,12,0,527,444,0,0,0,0.0%,0.0%,0.0%,9,P,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jun 2021,22,5,2,2,13,14,1,527,484,0,0,0,0.0%,0.0%,0.0%,12,P,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jul 2021,22,22,0,0,0,15,0,484,502,0,0,0,0.0%,0.0%,0.0%,0,P,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Aug 2021,22,21,1,0,0,16,0,484,521,0,0,0,0.0%,0.0%,0.0%,1,P,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Sep 2021,22,14,6,2,0,16,0,484,541,0,0,0,0.0%,0.0%,0.0%,8,P,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Oct 2021,21,11,5,5,0,9,0,483,367,0,0,0,0.0%,0.0%,0.0%,8,P,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Nov 2021,21,11,4,4,2,9,0,483,384,0,0,0,0.0%,0.0%,0.0%,8,P,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Dec 2021,21,10,4,4,3,10,0,483,401,0,0,0,0.0%,0.0%,0.0%,9,P,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jan 2022,21,9,3,1,8,12,0,483,425,0,0,0,0.0%,0.0%,0.0%,11,P,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Feb 2022,21,9,1,3,8,12,0,483,442,0,0,0,0.0%,0.0%,0.0%,11,P,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Mar 2022,20,8,0,2,10,5,0,474,285,0,0,0,0.0%,0.0%,0.0%,5,P,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Apr 2022,20,8,0,2,10,5,0,474,285,0,0,0,0.0%,0.0%,0.0%,5,P,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jun 2022,20,8,0,2,10,5,0,474,287,0,0,0,0.0%,0.0%,0.0%,5,P,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jul 2020,18,18,0,0,0,10,0,457,431,0,0,0,0.0%,0.0%,0.0%,0,S,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Aug 2020,19,15,3,1,0,12,1,481,491,0,0,0,0.0%,0.0%,0.0%,3,S,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Sep 2020,19,14,3,1,1,13,1,481,515,0,0,0,0.0%,0.0%,0.0%,4,S,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Oct 2020,22,17,1,3,1,12,0,543,383,0,0,0,0.0%,0.0%,0.0%,4,S,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Nov 2020,23,17,1,4,1,14,0,569,443,0,0,0,0.0%,0.0%,0.0%,5,S,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Dec 2020,23,16,2,2,3,14,0,569,454,0,0,0,0.0%,0.0%,0.0%,5,S,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jan 2021,23,15,2,1,5,14,0,569,478,0,0,0,0.0%,0.0%,0.0%,6,S,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Feb 2021,24,14,4,1,5,15,0,604,534,0,0,0,0.0%,0.0%,0.0%,8,S,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Mar 2021,26,15,4,2,5,16,0,667,611,0,0,0,0.0%,0.0%,0.0%,9,S,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Apr 2021,24,12,3,3,6,13,0,667,484,0,0,0,0.0%,0.0%,0.0%,10,S,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
May 2021,24,12,3,1,8,14,1,667,559,0,0,0,0.0%,0.0%,0.0%,10,S,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jun 2021,27,8,7,1,11,18,2,733,726,0,0,0,0.0%,0.0%,0.0%,18,S,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jul 2021,22,22,0,0,0,15,1,548,578,0,0,0,0.0%,0.0%,0.0%,0,S,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Aug 2021,20,19,1,0,0,14,1,529,566,0,0,0,0.0%,0.0%,0.0%,1,S,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Sep 2021,20,17,2,0,1,15,0,529,587,0,0,0,0.0%,0.0%,0.0%,3,S,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Oct 2021,18,13,3,1,1,7,0,529,381,0,0,0,0.0%,0.0%,0.0%,4,S,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Nov 2021,18,12,3,2,1,8,0,529,392,0,0,0,0.0%,0.0%,0.0%,4,S,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Dec 2021,18,11,1,5,1,8,0,529,408,0,0,0,0.0%,0.0%,0.0%,5,S,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jan 2022,19,11,1,3,4,9,0,549,456,0,0,0,0.0%,0.0%,0.0%,5,S,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Feb 2022,20,10,3,3,4,10,0,569,503,0,0,0,0.0%,0.0%,0.0%,6,S,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Mar 2022,21,10,2,3,6,10,0,589,423,0,0,0,0.0%,0.0%,0.0%,7,S,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Apr 2022,21,10,2,3,6,10,0,589,423,0,0,0,0.0%,0.0%,0.0%,7,S,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jun 2022,21,10,2,2,7,10,0,589,448,0,0,0,0.0%,0.0%,0.0%,7,S,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jul 2021,19,18,1,0,0,15,0,521,531,0,0,0,0.0%,0.0%,0.0%,1,U,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Aug 2021,19,18,0,0,1,15,0,521,539,0,0,0,0.0%,0.0%,0.0%,1,U,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Sep 2021,19,16,2,0,1,16,0,521,576,0,0,0,0.0%,0.0%,0.0%,3,U,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Oct 2021,18,13,4,0,1,10,0,513,396,0,0,0,0.0%,0.0%,0.0%,4,U,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Nov 2021,18,13,3,1,1,10,0,513,420,0,0,0,0.0%,0.0%,0.0%,4,U,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Dec 2021,18,13,3,1,1,10,0,513,433,0,0,0,0.0%,0.0%,0.0%,4,U,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jan 2022,18,7,4,5,2,11,0,513,440,0,0,0,0.0%,0.0%,0.0%,8,U,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Feb 2022,19,7,5,5,2,12,0,561,509,0,0,0,0.0%,0.0%,0.0%,9,U,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Mar 2022,19,7,4,5,3,9,0,561,379,0,0,0,0.0%,0.0%,0.0%,6,U,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Apr 2022,19,7,4,5,3,9,0,561,379,0,0,0,0.0%,0.0%,0.0%,6,U,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jun 2022,19,6,5,2,6,10,0,553,394,0,0,0,0.0%,0.0%,0.0%,8,U,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jul 2020,16,16,0,0,0,7,0,281,286,0,0,0,0.0%,0.0%,0.0%,0,W,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Aug 2020,17,17,0,0,0,7,0,301,309,0,0,0,0.0%,0.0%,0.0%,0,W,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Sep 2020,18,17,1,0,0,7,0,321,340,0,0,0,0.0%,0.0%,0.0%,1,W,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Oct 2020,18,17,0,1,0,6,0,321,285,0,0,0,0.0%,0.0%,0.0%,1,W,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Nov 2020,18,14,3,1,0,6,1,321,291,0,0,0,0.0%,0.0%,0.0%,2,W,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Dec 2020,18,14,2,0,2,6,0,321,297,0,0,0,0.0%,0.0%,0.0%,2,W,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jan 2021,19,12,4,1,2,8,0,345,331,0,0,0,0.0%,0.0%,0.0%,3,W,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Feb 2021,19,11,5,1,2,9,1,345,336,0,0,0,0.0%,0.0%,0.0%,4,W,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Mar 2021,19,9,6,2,2,9,1,345,352,0,0,0,0.0%,0.0%,0.0%,6,W,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Apr 2021,19,6,8,1,4,9,2,345,328,0,0,0,0.0%,0.0%,0.0%,9,W,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
May 2021,19,6,6,3,4,9,2,345,341,0,0,0,0.0%,0.0%,0.0%,9,W,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jun 2021,19,4,7,0,8,10,3,345,354,0,0,0,0.0%,0.0%,0.0%,13,W,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jul 2021,19,19,0,0,0,11,0,355,361,0,0,0,0.0%,0.0%,0.0%,0,W,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Aug 2021,19,19,0,0,0,13,0,355,385,0,0,0,0.0%,0.0%,0.0%,0,W,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Sep 2021,19,16,3,0,0,13,0,355,397,0,0,0,0.0%,0.0%,0.0%,2,W,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Oct 2021,18,15,2,1,0,4,0,355,247,0,0,0,0.0%,0.0%,0.0%,2,W,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Nov 2021,18,15,1,2,0,4,0,355,249,0,0,0,0.0%,0.0%,0.0%,2,W,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Dec 2021,18,15,1,2,0,4,0,355,251,0,0,0,0.0%,0.0%,0.0%,2,W,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jan 2022,18,10,5,3,0,4,1,355,264,0,0,0,0.0%,0.0%,0.0%,4,W,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Feb 2022,18,9,5,2,2,5,1,355,271,0,0,0,0.0%,0.0%,0.0%,5,W,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Mar 2022,16,6,6,2,2,4,0,333,228,0,0,0,0.0%,0.0%,0.0%,3,W,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Apr 2022,16,6,6,2,2,4,0,333,228,0,0,0,0.0%,0.0%,0.0%,3,W,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jun 2022,16,6,5,3,2,4,0,332,237,0,0,0,0.0%,0.0%,0.0%,3,W,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
