Month,Clubs,Goals <4,Goals 5-6,Goals 7-8,Goals 9-10,Members 20+,Members +5,Member Base,Member T/Date,CCs,ACs,Ldrs,CCs/Mem,ACs/Mem,Ldrs/Mem,Pos. Dist. clubs,div,area,date,source
Oct 2017,4,2,2,0,0,4,0,147,107,0,0,8,0.0%,0.0%,7.5%,2,B,5,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Nov 2017,4,3,1,0,0,4,0,147,111,0,0,8,0.0%,0.0%,7.2%,1,B,5,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Dec 2017,4,2,2,0,0,4,0,147,120,0,0,8,0.0%,0.0%,6.7%,2,B,5,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jan 2018,4,2,1,1,0,4,0,147,128,3,3,9,2.3%,2.3%,7.0%,2,B,5,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Feb 2018,4,2,0,1,1,4,0,147,157,3,3,9,1.9%,1.9%,5.7%,2,B,5,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Mar 2018,4,2,0,1,1,4,0,147,171,4,3,9,2.3%,1.8%,5.3%,2,B,5,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Apr 2018,4,2,0,1,1,2,0,147,103,7,3,12,6.8%,2.9%,11.7%,2,B,5,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
May 2018,4,1,1,0,2,2,0,147,110,8,3,13,7.3%,2.7%,11.8%,2,B,5,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jun 2018,5,2,1,0,2,4,0,174,145,8,3,13,5.5%,2.1%,9.0%,3,B,5,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jul 2018,5,5,0,0,0,5,0,141,191,0,0,1,0.0%,0.0%,0.5%,0,B,5,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Aug 2018,4,4,0,0,0,4,0,118,174,0,0,3,0.0%,0.0%,1.7%,0,B,5,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Sep 2018,4,2,2,0,0,4,0,118,182,0,0,4,0.0%,0.0%,2.2%,2,B,5,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Oct 2018,5,3,2,0,0,4,0,166,160,1,0,6,0.6%,0.0%,3.8%,2,B,5,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Nov 2018,5,3,1,1,0,4,0,166,165,2,1,7,1.2%,0.6%,4.2%,2,B,5,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Dec 2018,5,3,1,0,1,4,0,166,167,4,1,11,2.4%,0.6%,6.6%,2,B,5,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jan 2019,5,3,0,1,1,4,0,166,178,8,1,12,4.5%,0.6%,6.7%,2,B,5,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Feb 2019,5,3,0,0,2,4,0,166,195,8,2,12,4.1%,1.0%,6.2%,2,B,5,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Mar 2019,5,3,0,0,2,4,0,166,205,8,4,16,3.9%,2.0%,7.8%,2,B,5,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Apr 2019,5,3,0,0,2,2,0,166,86,8,5,19,9.3%,5.8%,22.1%,2,B,5,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
May 2019,5,3,0,0,2,2,0,166,97,9,5,19,9.3%,5.2%,19.6%,2,B,5,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jun 2019,6,4,0,0,2,3,0,187,126,9,6,20,7.1%,4.8%,15.9%,2,B,5,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jul 2019,5,5,0,0,0,3,1,82,164,0,0,0,0.0%,0.0%,0.0%,0,B,5,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Aug 2019,5,4,1,0,0,3,1,82,171,3,1,3,1.8%,0.6%,1.8%,1,B,5,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Sep 2019,5,4,0,1,0,3,1,82,173,3,1,3,1.7%,0.6%,1.7%,1,B,5,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Oct 2019,5,4,0,1,0,3,1,82,112,3,1,3,2.7%,0.9%,2.7%,1,B,5,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Nov 2019,5,4,0,0,1,3,1,82,118,3,1,3,2.5%,0.8%,2.5%,1,B,5,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Dec 2019,5,4,0,0,1,2,1,82,110,3,2,7,2.7%,1.8%,6.4%,1,B,5,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jan 2020,7,6,0,0,1,3,1,153,180,3,2,8,1.7%,1.1%,4.4%,1,B,5,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Feb 2020,7,4,2,0,1,4,1,153,187,4,2,9,2.1%,1.1%,4.8%,1,B,5,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Mar 2020,7,2,4,0,1,4,1,153,192,4,4,12,2.1%,2.1%,6.3%,3,B,5,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Apr 2020,7,2,4,0,1,2,1,153,141,4,5,12,2.8%,3.5%,8.5%,2,B,5,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
May 2020,7,2,2,2,1,3,1,153,148,4,6,13,2.7%,4.1%,8.8%,3,B,5,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jun 2020,7,2,1,2,2,3,1,153,162,5,9,18,3.1%,5.6%,11.1%,3,B,5,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jul 2020,4,4,0,0,0,3,0,79,79,0,0,0,0.0%,0.0%,0.0%,0,B,5,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Aug 2020,4,4,0,0,0,3,0,79,80,0,0,0,0.0%,0.0%,0.0%,0,B,5,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Sep 2020,4,4,0,0,0,3,0,79,85,0,0,0,0.0%,0.0%,0.0%,0,B,5,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Oct 2020,4,4,0,0,0,1,1,79,51,0,0,0,0.0%,0.0%,0.0%,0,B,5,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Nov 2020,4,4,0,0,0,2,1,79,77,0,0,0,0.0%,0.0%,0.0%,0,B,5,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Dec 2020,4,4,0,0,0,2,1,79,80,0,0,0,0.0%,0.0%,0.0%,0,B,5,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jan 2021,4,4,0,0,0,2,1,79,83,0,0,0,0.0%,0.0%,0.0%,0,B,5,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Feb 2021,5,1,4,0,0,3,1,108,112,0,0,0,0.0%,0.0%,0.0%,3,B,5,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
